id,created_at,deleted_at,team_id
48c4b9bd-2856-4bdf-9b31-654f08fc43b2,2024-04-30 09:44:04.817124+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
a9fdafa1-4885-41ea-920c-066380f2b483,2023-04-26 13:44:00.826782+00,,8cb6426a-f917-4016-bdbd-fe916ae0e3d9
d168494a-cca7-4056-af90-a7b3482bcbcf,2023-01-26 09:55:47.499555+00,,640245a7-673b-49ad-a82c-95dc8cacee5b
cfeb44cd-0432-40cd-ac81-5b0168130ac5,2022-12-26 14:32:52.297097+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
bffbf319-7faf-4bd2-958f-68dc10200eb8,2023-02-23 09:07:13.831631+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
9f5170a8-c014-4692-9666-d5bd2da6f44c,2023-02-28 10:01:59.189233+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
8e890ee0-1db2-49f1-aa62-dd6c21d7cccc,2023-12-06 14:16:18.02722+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
d1779ab0-f27d-44f9-854d-0e6ae76ff457,2022-09-02 18:27:30.050546+00,,f44715e2-6e90-41c3-ba87-888d7764c063
89ee9b18-38de-4a84-a3aa-028ac8dfe987,2023-01-30 09:09:44.709724+00,,f2a06e3f-e306-4056-b666-56542a73c394
5f9a990a-65d4-4806-9016-7f05d7f5def1,2024-04-30 09:44:00.375071+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
293fa25c-e041-433f-a599-e4710a7ec83d,2023-06-02 21:03:41.606077+00,,f477c1b2-07b1-49ac-bd80-8188b6da17c4
14ed7b38-85eb-480b-9ccd-d29e403a7f12,2024-08-21 07:24:21.59656+00,,98f324df-03ef-4d2d-88be-fd9fe56f2eca
f70dff06-193d-4965-93e8-5b1f8cd27fb7,2023-11-02 13:22:33.630657+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
1ff80a2d-fd14-417a-85e3-2ba50220999c,2024-09-20 10:25:57.110175+00,,03702565-a6c4-47fc-bbd8-196ec28de108
cdd3d319-3b49-462b-b0a9-388081c6468f,2023-07-12 09:48:37.502768+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
78e7b207-13ea-4fbc-9514-e033263e1fe8,2024-04-30 09:44:03.185874+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
de91d6a2-6ad3-4f87-b2e2-08dcaca3af63,2024-02-23 09:24:53.918305+00,,6fb98560-760c-4c2a-967d-8b3b01eaa346
7d8f15c1-a2d4-4da7-aaf2-22db34d8549d,2024-09-11 05:59:36.986054+00,,ed07cc34-ce0d-4810-92e4-e06f927be4da
7af7874a-ada1-45d2-83f9-08ef078603e8,2024-04-30 09:44:08.657951+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
51b021e2-ce92-428f-b5db-157108c7e9f0,2023-06-27 10:12:00.193205+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
3ddcd716-7fc7-4b16-bce0-232e549eacfc,2024-05-13 11:49:55.389321+00,,9d171fac-cce3-4c90-b28b-0b4b2f20827d
a627b480-3925-44ec-ab26-61aab2fe07d4,2024-10-07 11:39:29.095807+00,,b78b090b-65fa-4c9d-b164-f8eb1cec5cb1
e610ea5f-225c-4f8d-8173-d1dd02715f6c,2022-01-11 09:54:28.498313+00,,a67a656a-c3ab-4de2-8ccc-6dfd2c30639f
5b2d8ac6-5be2-4c07-b404-4aa4b5b56ac5,2024-04-30 09:44:07.941325+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
56e38f7e-cf0b-4bec-a773-cb1e3c865487,2024-09-06 09:23:01.631699+00,,57b65465-4b87-4f59-9405-2734431cf84f
03ba069e-425d-4072-ad94-035facabc3a5,2024-09-16 06:33:33.887749+00,,db97c470-86c1-4238-830c-de416d9553dc
5f774410-8f74-449c-bdb7-f002badd61f9,2024-01-16 10:02:53.828893+00,2024-08-15 00:00:00.102024+00,c19edb70-be1b-4d82-b9d1-e592614dcc89
ce5671f2-4d32-46d2-a9d7-bac13f570565,2022-01-27 17:53:51.188318+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
a72190d3-6cfd-41cb-8393-9cf4946aed99,2024-04-30 09:44:06.150355+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
f6a41bff-60a5-4495-ae44-d96bb63ab5e4,2024-01-22 10:49:59.80267+00,,2a861ffe-6b31-41b8-8a89-e5fbc1518dd7
e141fe39-520e-4091-8af3-aa95803b1fd0,2024-09-09 07:20:03.945147+00,,2c2581b4-d4fe-4598-b6f0-d4c396a39cd4
9dba8aaf-b3ea-4a59-ac59-4be949cda399,2023-04-25 15:28:11.702434+00,,6119c403-8ffc-469e-8660-04fc768db5d9
96a72f5b-a65f-4dc0-86d2-74fd8f268ee6,2023-09-29 15:21:53.245289+00,,f5d59c03-9ca9-458e-a33c-11d19cce94c1
94e28667-6ed4-481c-804e-1bf3a934f1b1,2024-08-21 09:32:07.961935+00,,154e462c-e0ca-4bb0-801d-2ff7b4340c3f
c5b01a6e-b9b1-47df-af37-d42d5098bfae,2024-04-30 09:44:06.855298+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
b3d86469-b69f-4d60-93e2-b9f3af37f8fb,2024-04-30 09:44:09.325266+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
9f98ccda-ff53-424d-8d4e-9102f7b898ff,2024-09-03 07:52:55.856618+00,,61500d7d-b93a-4509-95b2-aa8dbad6839c
7ae410db-6ca9-465d-affc-2a4c799a3281,2024-09-20 10:25:57.35617+00,,03702565-a6c4-47fc-bbd8-196ec28de108
b2d88b56-03d5-47ea-9f8c-efd9ecd36fc5,2024-03-13 12:30:15.76236+00,,65f18984-c645-49e5-a8aa-302140e8bece
df91f34d-62cb-48a9-b286-cb0d920a1e89,2024-01-22 10:50:01.537363+00,,2a861ffe-6b31-41b8-8a89-e5fbc1518dd7
4cdfa860-27c5-4e22-893b-1046b42d523e,2023-07-17 10:09:41.134186+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
f510712f-ddbf-44be-9d9f-df2dbfe13d47,2024-04-30 09:44:05.491346+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
4129e35b-7c22-4d54-add7-6b281f756056,2023-03-06 12:23:43.784622+00,,640245a7-673b-49ad-a82c-95dc8cacee5b
a86b1a0d-413d-4de9-ae1e-7d4dd5e471f5,2024-09-28 11:38:11.934978+00,,f05a5e08-cda5-4e0c-9ea0-09f5eb47aebb
c5e9e51e-5b0c-441e-9e20-f29824392228,2023-03-07 13:29:30.041774+00,,57b65465-4b87-4f59-9405-2734431cf84f
0ca1de17-b8e8-4705-aa4b-80a7a8c7d564,2023-05-31 09:06:22.040924+00,,640245a7-673b-49ad-a82c-95dc8cacee5b
8bbcd5ff-d686-4925-9aa8-8c3ff942ccc2,2024-05-02 12:33:47.714246+00,,b8d44c0d-94a0-444d-9b88-0e69a08fbf7a
c022154b-4b7e-4496-bd9d-9582671bbf57,2024-01-22 10:50:00.455013+00,,2a861ffe-6b31-41b8-8a89-e5fbc1518dd7
7b5836c4-ea0b-4409-a4c5-cb651de0398c,2024-02-28 20:21:00.700256+00,,4b1df07a-d501-4b78-a04e-9439df9a18d0
2e49fee2-3807-49af-ae7b-e22801d13e77,2023-07-25 06:18:47.618165+00,2024-08-04 00:00:00.088958+00,6da31617-c5bc-494e-940a-9ae040f19a3b
d82aec5f-0d98-4bd0-b4aa-9100d8c95d32,2022-01-31 12:57:07.988665+00,2024-08-04 00:00:00.088958+00,6da31617-c5bc-494e-940a-9ae040f19a3b
a1b8f3ec-fb18-4e73-9096-236752908094,2022-06-21 16:10:46.567038+00,2024-08-04 00:00:00.088958+00,6da31617-c5bc-494e-940a-9ae040f19a3b
1739185f-318e-48ce-b8f0-851efa4d7db8,2024-01-05 18:18:08.493528+00,2024-08-04 00:00:00.088958+00,2490ddb6-c00f-40fa-a8a5-550dff1bd86d
1eeb0ced-1183-4df3-9ef7-f6d71ba5aa4c,2024-09-11 07:38:12.959404+00,,ea7ca5c9-91d3-4aa6-a8b0-153c93f5c955
ec64c55f-a2ce-456a-a485-60fd02f80177,2024-08-18 06:56:01.975639+00,,cb3b8f68-9357-46d6-be2a-4906616321f6
7d762482-43a2-464b-a2a8-087efc39e15e,2023-12-18 09:44:36.276075+00,,2ac46e37-59ba-4aab-a584-adb4b5168cb4
901a2533-4562-4104-9386-7b14f4fd2b2a,2024-08-27 07:57:04.87815+00,,a9955a9b-cd09-4bfc-8777-802fdafcab1a
8d1e6f31-6f8b-46a5-9826-a90e9bb351b4,2023-11-17 13:39:14.124925+00,,cad594d3-e120-4e64-88ba-02d755643bbc
a7bd7784-6729-4eae-a073-911eb062d9d0,2024-08-27 07:57:03.51984+00,,a9955a9b-cd09-4bfc-8777-802fdafcab1a
5e36745a-6a2f-4df0-8779-fcbea5abcf1e,2024-01-07 22:07:22.836472+00,,7b595505-6521-4346-84af-536bda451861
90f40154-5b46-45de-83d6-e6c37e940066,2024-09-16 07:45:00.176816+00,,f5d59c03-9ca9-458e-a33c-11d19cce94c1
bd052c4a-1ae2-41e9-b1b9-5db8cda92439,2023-11-16 09:12:19.869433+00,,56d01816-57e9-401f-b430-4a61ac367b39
850936e0-7f08-4deb-b6fe-6b3b5b7d2601,2024-08-21 09:32:08.066604+00,,154e462c-e0ca-4bb0-801d-2ff7b4340c3f
7b056a9a-8480-4221-a3d3-762d84626df2,2024-09-01 18:35:03.522695+00,,f44715e2-6e90-41c3-ba87-888d7764c063
d2eea7fc-204c-49f8-a3ee-d4d9513c8dd0,2024-09-06 11:32:22.149525+00,,7323711c-b64d-429d-a838-648aefbc481d
00273d70-0146-4f20-a5cf-dc472ce59178,2024-09-09 07:26:53.987936+00,,1754d15d-b2de-4b14-9cf2-c2172935e1e9
00b37fe8-8275-4feb-a0b7-43f7d201945f,2024-01-26 11:18:50.918317+00,,56d01816-57e9-401f-b430-4a61ac367b39
ff00f82a-0f8c-480d-ad8c-6d5f6a7f385b,2024-01-24 14:28:07.181707+00,,65f18984-c645-49e5-a8aa-302140e8bece
a200325b-743b-4a8b-a537-e89c633fadb0,2024-09-20 11:55:14.521102+00,,b29d5196-c672-45da-9107-79f753949080
08e21044-992b-4167-84d8-9310f5e5dc8a,2024-01-11 13:45:25.159732+00,,2a861ffe-6b31-41b8-8a89-e5fbc1518dd7
32fa7ce1-3c0b-4cd3-8c83-d056377e057c,2024-10-03 09:04:21.710808+00,,c863ffa6-eec4-4c75-ba86-bd4ee8f26c7b
63b89bab-f88d-48d5-b316-ef383adcf0af,2024-09-03 08:09:03.539411+00,,cf9cedba-35f0-44c6-adb4-372cd1b45a0c
ff30641c-8997-488e-bb1f-c1aa0d6b4ae0,2024-09-29 15:14:03.893101+00,,704e5da3-c1b4-4949-ab8c-bf890cd4e506
1dcb3d5a-aa44-4bbb-af3a-7370d1508aa2,2024-09-09 04:33:16.666679+00,,cb3b8f68-9357-46d6-be2a-4906616321f6
fe67f7fe-0465-4dfe-8cf8-a0445f09e909,2022-02-06 19:01:25.021424+00,,5ddffcf1-ed6b-4d4d-ab0d-e9918d6cabdb
0ff5cecb-f8dd-49b3-8ff6-72dd39e2912a,2024-10-07 12:49:13.437766+00,,6fb98560-760c-4c2a-967d-8b3b01eaa346
f5fcc624-f571-4e3f-946a-684d34bda240,2023-09-07 07:18:28.578716+00,,865f2473-d7b6-4c64-9e78-066b99500b88
0f82c62d-e5e6-4468-a970-1953cd103402,2024-02-20 10:46:37.00202+00,2024-08-19 00:00:00.255605+00,a55e78d2-a417-4ef0-8239-4d157c3f6fca
3bdeeb62-6211-440f-ac7b-0332851a4231,2024-02-20 10:46:37.144398+00,2024-08-19 00:00:00.255605+00,a55e78d2-a417-4ef0-8239-4d157c3f6fca
400f7172-f273-4502-8822-8f487b54e226,2022-04-19 16:17:51.034262+00,,865f2473-d7b6-4c64-9e78-066b99500b88
db1188e4-f4db-40c3-8487-b7e15472d9ba,2024-10-03 09:04:21.157921+00,,c863ffa6-eec4-4c75-ba86-bd4ee8f26c7b
6452cd8a-40ac-4f9d-91c6-be939bd7b704,2022-01-04 13:30:35.003964+00,2023-08-09 00:00:00.414122+00,5477b606-f1f3-429b-9347-cb7b5d9efa2e
56dfa1c6-4207-4b7d-b685-2bc073ca5e03,2024-03-11 11:36:37.792417+00,,6fb98560-760c-4c2a-967d-8b3b01eaa346
522aae2e-6895-482b-a1fd-cbcbadd83b6b,2024-09-20 11:55:14.773187+00,,b29d5196-c672-45da-9107-79f753949080
16f76f34-2b26-42af-8723-90430b9e0f46,2024-09-03 08:12:44.236358+00,,9862621a-80f0-45d6-a284-f509bf2453d4
5a041053-d66c-45ee-bbf3-013a36cd7034,2023-09-19 12:04:28.989726+00,,865f2473-d7b6-4c64-9e78-066b99500b88
e96993bd-4e1e-4f0f-9936-cf5ed705bc9f,2022-02-28 15:50:29.072025+00,,865f2473-d7b6-4c64-9e78-066b99500b88
e19b46f5-b514-4ce1-b1d9-d94268186091,2022-09-05 15:46:00.101356+00,,1754d15d-b2de-4b14-9cf2-c2172935e1e9
e63a6f47-3bd8-4a14-b778-9b937beea1c0,2023-08-02 13:26:25.516052+00,,865f2473-d7b6-4c64-9e78-066b99500b88
851f7f4b-81c4-4bf1-a107-12eef2d61f88,2023-09-08 09:20:33.464059+00,2024-09-11 00:00:00.19737+00,e6ef134a-284c-4008-8c95-fb5e75faa921
725b1ddb-f8a2-4ffd-a4a6-5d98512543bb,2024-08-21 13:25:02.935172+00,,18b6c152-9395-4b3d-8a52-87461b0b54d3
2ad544c8-6711-4ca5-a62e-3fedba4ba4ce,2024-08-27 08:16:37.929678+00,,fe60461f-b938-4c76-87df-c375e9109dcf
1cdb7486-2b0d-4584-bd84-f1f320221061,2024-09-06 11:59:27.591783+00,,6fb98560-760c-4c2a-967d-8b3b01eaa346
dfa3da2b-3b9c-4301-a241-02dd855eb16c,2023-11-20 09:18:49.624739+00,,1754d15d-b2de-4b14-9cf2-c2172935e1e9
f9fa68ec-12a2-4c57-a6f3-180d37cbb334,2024-09-16 08:17:54.398992+00,,bcd72550-11d6-47a4-bd2a-d11f147dd053
adaff3fd-5d73-4231-b925-d7edcc0ba81b,2024-01-04 09:02:39.465918+00,,cad594d3-e120-4e64-88ba-02d755643bbc
78cdd45b-cc70-4481-82dd-c3bb6cd6f189,2023-12-05 10:30:29.860692+00,,65f18984-c645-49e5-a8aa-302140e8bece
bbae983a-1ef8-4336-9e81-3d85bf8089d3,2024-04-12 14:05:04.804435+00,,e398c35c-67e2-486c-b665-315675414472
7b0c8ef0-0156-4134-b174-886a4620b6fa,2024-09-09 07:32:40.992419+00,,f35086fe-3c1b-4be4-90ca-5fb21df94c60
c6131ed5-8184-4c13-86e9-26afec04661b,2024-08-27 07:57:04.226715+00,,a9955a9b-cd09-4bfc-8777-802fdafcab1a
997fb644-b0c3-4c28-a670-fef6cfa14b63,2024-10-07 12:52:37.943554+00,,cd104029-e412-46ba-aaa4-790bc6088f4c
f6bf2ee5-8ebc-4f9b-a143-80dfe6bd78cd,2024-09-29 15:14:04.297734+00,,704e5da3-c1b4-4949-ab8c-bf890cd4e506
144ee1c9-bd34-49e4-8c8f-09d871da40cf,2024-03-03 13:12:27.530501+00,,6fb98560-760c-4c2a-967d-8b3b01eaa346
13f4fa25-3b9d-4cb0-9412-5639d9dd8f96,2024-09-11 08:25:06.362596+00,,22777657-0d48-4ea0-be35-f5cab5782a04
7ba1387c-c50f-4d7a-b7b9-f84ade0190b0,2023-06-14 15:32:37.624776+00,,865f2473-d7b6-4c64-9e78-066b99500b88
dc474463-2b92-4f0f-9edf-0692d02b263d,2024-09-24 08:35:08.167932+00,,f6c5913f-3648-494a-85e3-ae13ba860b9a
1afadb0b-8728-42b8-b1ca-8a55a7921237,2022-09-27 14:37:42.562609+00,,dd679f42-f0e9-4b66-8a36-c65b887906b7
e4121b23-ad3d-483a-accf-5e7efb77b10f,2023-09-07 15:44:36.092994+00,,865f2473-d7b6-4c64-9e78-066b99500b88
2e688b64-7414-443f-b7e2-33c465864bcb,2024-08-27 08:19:03.390445+00,,fe60461f-b938-4c76-87df-c375e9109dcf
8e3146da-8cd3-4b9f-aea4-05dfaa3256d5,2022-09-26 16:08:28.461051+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
805c0899-d65c-4cb6-8ac7-2c232591b2bf,2024-06-25 13:22:35.748669+00,,99d2f4c9-011e-4b9c-8e01-9024034f1c00
c919c988-57b9-4d25-a4fc-a1975702ec1c,2024-08-07 11:50:09.701023+00,,a389ed27-7e2e-412b-97ae-2ff39c5b5808
9951d761-864b-4676-a5ee-26b1455a2779,2023-12-22 09:47:41.054792+00,,dd679f42-f0e9-4b66-8a36-c65b887906b7
