team_id,subscribe_at,disabled_at,status,offer,trial_start_at,trial_end_at
11fbbde5-89a3-4ed9-a6e4-bff8b806d88d,2022-08-01 12:00:16+00,,active,budget,2021-03-04 15:50:16.262896+00,2021-04-03 14:50:16.262896+00
eb84ea09-99fa-48b8-8e19-5787e5ba3306,,2024-06-25 01:00:01.985837+00,disabled,time,2024-06-10 19:44:17.854254+00,2024-06-24 19:44:17.854255+00
b1fd042c-c35b-4b54-9d6b-896c6d77efe3,,2024-07-16 01:00:02.284093+00,disabled,budget,2024-05-14 10:48:15.147749+00,2024-07-16 00:00:00+00
6ee9769a-833c-4c29-a9d2-5fc0e5d3587d,,2024-07-25 01:00:02.372638+00,disabled,time,2024-07-10 08:56:54.719724+00,2024-07-24 08:56:54.719724+00
79e62ee7-b3a5-475f-a32e-9e068d5d3ea1,2024-10-01 07:42:29+00,,active,time,2024-09-17 07:37:13.797519+00,2024-10-01 07:37:13.797519+00
52785166-51b9-4354-9579-467a3bf854a1,,2024-08-09 01:00:02.174205+00,disabled,time,2024-07-25 20:13:13.197676+00,2024-08-08 20:13:13.197677+00
4b1df07a-d501-4b78-a04e-9439df9a18d0,2024-03-07 09:28:28+00,,active,budget,2024-02-06 15:20:57.522573+00,2024-03-07 15:20:57.522573+00
8d3109b3-386a-461c-b6ff-27fbc5c6e616,,2024-05-31 01:00:02.77095+00,disabled,time,2024-05-16 06:10:06.056066+00,2024-05-30 06:10:06.056066+00
a4d9d503-e019-4fa0-ae79-118e7aa6425d,,2024-09-24 01:00:02.638862+00,disabled,budget,2024-09-09 13:38:05.829001+00,2024-09-23 13:38:05.829001+00
173bf9fa-bea4-4153-8a5b-a8f41f112bf9,2022-08-01 13:10:09+00,,active,budget,2020-05-19 17:17:13.359533+00,2020-08-31 00:00:00+00
d5b268db-c55e-4fef-8f16-50354b9285f9,,2024-06-24 13:11:20.307659+00,disabled,time,2024-06-11 08:40:00.774081+00,2024-06-25 08:40:00.774081+00
91065ddf-786f-414b-85c5-233ddb000196,,2024-10-02 01:00:03.51806+00,disabled,budget,2024-09-17 09:54:36.857405+00,2024-10-01 09:54:36.857405+00
9aed9122-008b-4115-906c-069d73954fb4,,2024-07-25 01:00:02.62178+00,disabled,budget,2024-07-10 12:35:41.737073+00,2024-07-24 12:35:41.737073+00
0bf1f912-7e15-40e6-b0aa-91ce00a2dc60,,2024-08-10 01:00:02.421744+00,disabled,time,2024-07-26 07:44:07.977521+00,2024-08-09 07:44:07.977521+00
5a3cee43-927a-415d-b3a0-00cbad1e9294,,2024-05-09 01:00:02.059231+00,disabled,budget,2024-04-24 14:06:02.134074+00,2024-05-08 14:06:02.134074+00
00707284-8b29-4d20-90a1-4234dda3857c,,2024-05-31 01:00:02.77325+00,disabled,budget,2024-05-16 15:00:29.609763+00,2024-05-30 15:00:29.609763+00
5528c463-be5d-414a-80b3-8faab4e6057b,,2024-06-26 01:00:02.535145+00,disabled,budget,2024-06-11 09:19:53.265167+00,2024-06-25 09:19:53.265167+00
34985064-cb8e-47bc-a51d-3df379b81487,,2024-07-25 01:00:02.624278+00,disabled,time,2024-07-10 14:59:20.334576+00,2024-07-24 14:59:20.334576+00
b41b52d9-50a9-437e-a09a-80460f8a51ae,,2024-07-31 10:21:15.153841+00,disabled,time,2024-07-30 11:39:57.892099+00,2024-08-13 11:39:57.892099+00
f477c1b2-07b1-49ac-bd80-8188b6da17c4,2022-09-17 06:20:24+00,,active,budget,2022-08-01 13:35:24.340342+00,2022-08-31 13:35:24.340343+00
9d31ea91-99b7-4614-a25c-b16486eded60,2024-09-30 12:26:06+00,,active,budget,2024-09-18 17:29:43.318734+00,2024-10-02 17:29:43.318734+00
290a7c2c-6072-4fd1-bb1d-2b3d962e2ee5,2024-10-09 10:22:58+00,,active,time,2024-09-18 16:15:25.833012+00,2024-10-10 00:00:00+00
3b8f7ad1-c7da-480d-8d3c-12c3e2807970,2024-02-23 15:11:46+00,,active,time,2021-07-19 16:26:47.195683+00,2024-01-13 00:00:00+00
e33e04e5-313a-4615-90d6-6fee7bd0a734,2023-09-01 14:32:04+00,,active,budget,2023-07-04 13:45:16.209683+00,2023-09-02 00:00:00+00
1a5017aa-eb3f-4032-81c0-3e6549a30b7a,,2024-06-26 01:00:02.538152+00,disabled,budget,2024-06-11 16:51:16.929663+00,2024-06-25 16:51:16.929663+00
ed07cc34-ce0d-4810-92e4-e06f927be4da,,2024-09-26 01:00:04.529716+00,disabled,time,2024-09-11 05:51:26.070077+00,2024-09-25 05:51:26.070077+00
22a64750-5f06-420c-aff9-12574d56df2e,,2024-10-04 01:00:03.813838+00,disabled,budget,2024-09-19 04:19:08.653349+00,2024-10-03 04:19:08.653349+00
0271f9d9-bd57-4672-b764-b445df2c63b5,,2024-08-15 01:00:03.175783+00,disabled,time,2024-07-31 12:05:38.553759+00,2024-08-14 12:05:38.553759+00
97fb94bb-85a1-482c-9b08-efd08aa90635,2024-07-24 22:00:00+00,,pending,budget,2024-07-11 07:10:56.743991+00,2024-07-25 07:10:56.743991+00
7b1af5d2-86fe-444d-8e1e-cf8a3723b008,2020-04-29 12:49:40.985137+00,,active,budget,2020-03-29 12:49:40.985137+00,2020-04-29 12:49:40.985137+00
eebf5d9d-2ba6-4b46-b6ba-b5a2b7e997f2,2020-04-29 12:49:40.985137+00,,active,time,2020-03-29 12:49:40.985137+00,2020-04-29 12:49:40.985137+00
ecb6840b-d8f3-414a-8f4d-74abd5d5b521,2022-05-13 00:00:00+00,,active,time,2020-09-26 22:00:00+00,2022-05-13 00:00:00+00
46983bec-c1e9-4591-a8f9-9a7b85803531,,2024-09-26 01:00:05.036872+00,disabled,budget,2024-09-11 11:15:17.080346+00,2024-09-25 11:15:17.080346+00
45dccd24-58d2-459d-8b78-f273506ca977,,2024-06-01 01:00:03.42559+00,disabled,budget,2024-05-17 07:42:50.142822+00,2024-05-31 07:42:50.142822+00
5fb1bafd-4daa-4973-a6ec-c78800fb58bf,,2024-10-04 01:00:04.50493+00,disabled,time,2024-09-19 04:19:09.988439+00,2024-10-03 04:19:09.988439+00
44b07147-db62-45c6-a154-b47857faae81,,2024-06-27 01:00:03.227182+00,disabled,budget,2024-06-12 09:58:59.929052+00,2024-06-26 09:58:59.929052+00
cb3b8f68-9357-46d6-be2a-4906616321f6,2024-05-29 03:58:00+00,,active,time,2024-05-17 04:46:20.251669+00,2024-05-31 04:46:20.251669+00
c367a59c-e50e-464d-b116-337c791661b0,,2024-07-26 01:00:04.191019+00,disabled,budget,2024-07-11 19:28:29.459459+00,2024-07-25 19:28:29.459459+00
16b81154-ba60-44ea-b93a-37149d9c307c,,2024-08-16 01:00:04.424269+00,disabled,budget,2024-08-01 10:40:01.97365+00,2024-08-15 10:40:01.97365+00
7e7f5ad5-32c6-48df-91c9-327416608dd0,,2024-05-09 01:00:02.599696+00,disabled,budget,2024-04-24 20:48:38.115706+00,2024-05-08 20:48:38.115706+00
50206328-19e9-470f-9481-92484b3f356d,,2024-06-03 01:00:03.770767+00,disabled,time,2024-05-19 06:33:09.593531+00,2024-06-02 06:33:09.593531+00
03702565-a6c4-47fc-bbd8-196ec28de108,,2024-09-24 14:13:19.913961+00,disabled,time,2024-09-20 10:25:57.109217+00,2024-10-04 10:25:57.109217+00
c70813a4-e22c-415e-b4c8-65f2d2ce9982,2024-09-24 22:00:00+00,,pending,budget,2024-09-11 11:41:25.532638+00,2024-09-25 11:41:25.532638+00
3a422fbc-5fa6-4047-a2e3-1126fb18c7b7,2024-06-13 08:48:09+00,2024-07-13 08:49:27.355062+00,disabled,time,2024-06-12 12:42:07.063766+00,2024-06-26 12:42:07.063766+00
97f3f7d1-2d83-4fde-a69b-ca41c64b2750,,2024-07-27 01:00:03.632934+00,disabled,budget,2024-07-12 07:47:05.186618+00,2024-07-26 07:47:05.186618+00
af9db4a0-1650-4b86-9a2e-aac55df9e5b3,,2024-08-06 10:46:01.793347+00,disabled,time,2024-08-01 13:10:24.240884+00,2024-08-15 13:10:24.240884+00
73c238d0-a06d-414d-b58f-78c5d4f2ac53,2024-08-31 22:00:00+00,,pending,time,2024-07-12 07:47:30.207337+00,2024-08-24 00:00:00+00
e456d5ad-234e-4a8d-8e6e-38d8176499ab,,2024-05-09 01:00:02.601957+00,disabled,budget,2024-04-25 00:31:54.594328+00,2024-05-09 00:31:54.594328+00
94616575-ef45-41f7-aecf-0cadcdf7ebaa,2024-07-02 13:45:23.99284+00,,active,time,2022-06-27 14:10:30.6133+00,2022-07-27 14:10:30.6133+00
9041e97f-f57f-45a0-9c73-3b3fe3f74db5,,2024-06-27 01:00:03.732513+00,disabled,budget,2024-06-12 13:50:00.847995+00,2024-06-26 13:50:00.847995+00
1fbb3e1b-05b7-45ec-952a-960532789237,2023-04-24 05:50:18+00,,active,time,2023-03-24 15:49:09.626255+00,2023-04-23 15:49:09.626256+00
1f7b050d-a553-40fb-9443-53f423ab768b,2024-09-25 22:00:00+00,,pending,budget,2024-09-12 06:55:45.094686+00,2024-09-26 06:55:45.094686+00
971f5bca-2aca-443c-bcba-43054ee829eb,,2024-08-22 01:00:03.585456+00,disabled,budget,2024-08-07 21:01:03.280242+00,2024-08-21 21:01:03.280242+00
b29d5196-c672-45da-9107-79f753949080,,2024-10-05 01:00:04.956018+00,disabled,budget,2024-09-20 11:55:14.520268+00,2024-10-04 11:55:14.520268+00
20e3517c-9a18-42c8-b2cb-fffee21e9a35,,2024-04-25 01:01:15.937897+00,disabled,budget,2024-04-09 09:05:15.001599+00,2024-04-23 09:05:15.001599+00
f7fe1147-0317-488d-98f9-371cfd5160ad,,2024-04-25 01:01:16.201017+00,disabled,time,2024-04-10 14:16:27.480524+00,2024-04-24 14:16:27.480524+00
a2ff7bd5-2a5b-4232-8d6b-7e56ba35ca88,,2024-06-05 01:00:04.49861+00,disabled,budget,2024-05-21 13:09:32.811178+00,2024-06-04 13:09:32.811178+00
4893518d-3451-4393-9c5c-37ea6e5f0056,,2024-06-28 01:00:03.939107+00,disabled,time,2024-06-13 21:11:38.683085+00,2024-06-27 21:11:38.683085+00
54f69096-0779-483b-b0b0-4110033a09d1,,2024-09-17 01:00:04.975956+00,disabled,time,2024-08-11 15:29:02.249239+00,2024-09-17 00:00:00+00
f65a108e-8eac-426b-9b50-59ec8107cf98,,2024-07-31 01:00:06.014006+00,disabled,time,2024-07-16 09:39:28.992681+00,2024-07-30 09:39:28.992682+00
e93107a2-c1bf-4940-a673-4ebb444e9669,2024-09-26 09:45:53+00,,active,time,2024-09-13 07:25:59.5893+00,2024-09-27 07:25:59.5893+00
b67cebd2-f4af-42f7-baf2-fcff42b22df8,,2024-10-05 01:00:05.682754+00,disabled,time,2024-09-20 12:51:18.078296+00,2024-10-04 12:51:18.078296+00
5b33f15f-64e4-4fa1-a000-3cb90f74aba0,,2024-05-10 01:00:02.464083+00,disabled,time,2024-04-25 02:29:37.588902+00,2024-05-09 02:29:37.588902+00
8ae1dc2c-c39f-4b7c-bef9-0fc8e05645b4,,2024-05-10 01:00:02.466779+00,disabled,time,2024-04-25 03:41:22.373067+00,2024-05-09 03:41:22.373067+00
8514b965-b989-4c54-830b-0dc244da6ce6,,2024-06-05 01:00:04.502388+00,disabled,budget,2024-05-21 22:02:56.455065+00,2024-06-04 22:02:56.455065+00
0c257603-fc78-4eaa-87a8-180fb9f3195e,,2024-09-26 08:44:53.177835+00,disabled,time,2024-09-13 13:09:00.604763+00,2024-09-27 13:09:00.604764+00
2d689d60-2ed2-4977-be82-b65a544bb17c,,2024-06-17 14:18:01.072677+00,disabled,time,2024-06-14 09:12:34.052448+00,2024-06-28 09:12:34.052449+00
20f23441-d02c-4d49-9a75-4cdc0f904cab,,2024-10-08 01:00:06.064755+00,disabled,time,2024-09-23 08:34:16.891962+00,2024-10-07 08:34:16.891962+00
0723d65b-bab2-4755-aea3-25b5f19639ce,,2024-10-08 01:00:06.068038+00,disabled,budget,2024-09-23 08:51:58.887253+00,2024-10-07 08:51:58.887253+00
9cd7b3e9-718a-4893-90e2-a61b3f768193,2024-07-04 18:34:01+00,,active,time,2024-05-21 20:00:20.247347+00,2024-07-04 00:00:00+00
c10e059e-4a13-458b-abb9-8a8836597b1f,,2024-07-31 01:00:06.623956+00,disabled,time,2024-07-16 14:00:26.404196+00,2024-07-30 14:00:26.404196+00
87beb0ec-6886-4ffe-a39a-08d92737b598,,2024-08-27 01:00:04.834868+00,disabled,time,2024-08-12 12:22:39.841006+00,2024-08-26 12:22:39.841006+00
46550cfb-79ab-41fb-85f4-9c49e55ce7b1,,2024-05-10 01:00:02.468859+00,disabled,budget,2024-04-25 06:08:54.613229+00,2024-05-09 06:08:54.613229+00
a961067c-0694-4204-8afb-acc8d741a430,,2024-05-10 01:00:02.470814+00,disabled,budget,2024-04-25 06:31:01.913203+00,2024-05-09 06:31:01.913203+00
f0f78f92-951d-4be8-83f2-0f4a57fb964a,,2024-06-05 01:00:04.504124+00,disabled,budget,2024-05-21 23:30:35.20741+00,2024-06-04 23:30:35.20741+00
39700a27-ae37-46b1-a5d9-f5588edc8417,,2024-07-31 01:00:06.858905+00,disabled,budget,2024-07-16 21:32:33.781045+00,2024-07-30 21:32:33.781045+00
6beeca5d-9f32-4152-8ea1-1fb2c88cab49,,2024-10-08 01:00:06.299156+00,disabled,time,2024-09-23 16:15:30.81188+00,2024-10-07 16:15:30.81188+00
e9316536-99dd-4995-a557-a379bb02aa67,,2024-08-28 01:00:04.648417+00,disabled,time,2024-08-13 16:21:01.222518+00,2024-08-27 16:21:01.222518+00
2a77aeac-6633-4cc9-b735-8b8ba797eeb6,2024-03-14 16:22:20.020935+00,,active,budget,2023-03-22 13:11:43.475469+00,2023-04-21 13:11:43.47547+00
3d2a49c9-83f2-420d-ba2f-16d12a0e67ba,,2024-05-10 01:00:02.472593+00,disabled,time,2024-04-25 07:11:34.011782+00,2024-05-09 07:11:34.011782+00
b498880e-be1f-4238-a15c-a8814cd4d7c8,,2024-10-10 01:00:06.47289+00,disabled,time,2024-09-25 07:59:46.936862+00,2024-10-09 07:59:46.936862+00
48cd60a3-bd9d-4e57-af02-1f879dafb864,,2024-07-01 01:00:04.445956+00,disabled,time,2024-06-16 15:40:10.403464+00,2024-06-30 15:40:10.403464+00
5da2f865-799b-44ed-a9a4-65b86615dcaa,2024-07-03 08:21:08+00,,active,budget,2024-05-22 05:38:58.659701+00,2024-06-12 00:00:00+00
d35f2414-5ea7-4fcd-93e7-b41d45023412,2023-04-19 12:52:17+00,2024-07-19 12:53:00.601124+00,disabled,time,2023-03-16 15:44:08.887916+00,2023-04-21 00:00:00+00
87ad60c6-ac16-42f0-801c-fc5a44b01ee8,,2024-08-28 01:00:05.099381+00,disabled,time,2024-08-13 21:02:32.884919+00,2024-08-27 21:02:32.884919+00
f3c52a4f-3263-4014-9ef3-75c4b06c4bb2,2023-01-24 13:28:40+00,,active,time,2022-12-21 18:24:13.635199+00,2023-01-20 18:24:13.635199+00
e600863a-8c75-48c0-9420-e98b63db295e,,2024-06-06 01:00:03.933989+00,disabled,time,2024-05-22 22:24:26.573268+00,2024-06-05 22:24:26.573268+00
339a8f99-ba7c-4932-a441-f65efbaf875d,2024-07-03 12:21:38.401676+00,,active,time,2020-09-26 22:00:00+00,2020-10-28 00:00:00+00
b37029e5-90ca-4d5c-b6ad-151e4fdfb0c3,2024-09-29 22:00:00+00,,pending,budget,2024-09-25 13:39:12.730559+00,2024-10-09 13:39:12.730559+00
4f939147-3008-47f9-8909-72a377977a84,2024-09-30 22:00:00+00,,active,time,2024-07-18 15:32:20.680413+00,2024-10-02 00:00:00+00
3cc31b9d-f75a-4ee8-9d32-3ebe0be71085,,2024-08-29 01:00:04.360076+00,disabled,budget,2024-08-14 10:00:16.763542+00,2024-08-28 10:00:16.763543+00
df5723a6-dff2-4214-82bd-7db7a3d9bcd3,,2024-05-10 01:00:02.72864+00,disabled,budget,2024-04-25 09:13:20.512817+00,2024-05-09 09:13:20.512817+00
e8f881df-7d2e-4cb2-ad3d-fcf0912e4d98,,2024-05-23 01:00:21.434742+00,disabled,time,2024-05-08 12:30:58.795355+00,2024-05-22 12:30:58.795355+00
2d1b5801-15aa-402b-be86-d787042fc270,2024-09-25 14:25:47+00,,active,budget,2023-04-06 17:05:39.081495+00,2023-05-06 17:05:39.081495+00
190d171a-cc2c-4d4f-aa8c-135a1d82700d,,2024-07-02 15:07:54.84417+00,disabled,time,2024-06-18 07:12:09.328206+00,2024-07-02 07:12:09.328206+00
1ff9bf91-e6a8-4f97-a0a0-65b05b2b1f4c,2024-07-22 13:47:51+00,,active,time,2024-07-08 09:15:18.000663+00,2024-07-22 09:15:18.000663+00
08b025f6-9f10-4a9e-91de-b96e5867f129,,2024-08-29 01:00:05.057518+00,disabled,budget,2024-08-14 14:05:48.566905+00,2024-08-28 14:05:48.566905+00
1af8b948-c3cc-4622-870e-ba1fe7c5f305,,2024-06-07 01:00:03.956753+00,disabled,budget,2024-05-23 06:48:01.512164+00,2024-06-06 06:48:01.512164+00
f38843b0-f3ab-4da9-bec1-e4b681de7e8d,2022-07-25 10:09:55+00,,active,budget,2021-09-18 14:22:26.989354+00,2022-02-18 00:00:00+00
d447289e-fc8e-4a96-9db8-0495c376e052,,2024-10-10 01:00:08.780058+00,disabled,time,2024-09-25 21:35:54.70708+00,2024-10-09 21:35:54.70708+00
6efacd0c-1df6-4f78-a9e0-5953727b45ff,2024-06-18 14:36:09+00,,active,time,2024-06-18 14:24:06.675786+00,2024-07-02 14:24:06.675786+00
d0cd5336-d06d-4083-83f9-7cb23ae035c8,,2024-07-03 01:00:04.836153+00,disabled,budget,2024-06-18 12:14:24.939577+00,2024-07-02 12:14:24.939577+00
f5486b26-60e6-4167-9329-9cb445d5fecc,,2024-08-06 01:00:05.998569+00,disabled,budget,2024-07-22 17:10:41.52951+00,2024-08-05 17:10:41.52951+00
929121c5-0a6e-4cbf-9ef2-56d4248132ff,,2024-08-29 01:00:05.297366+00,disabled,budget,2024-08-14 21:46:23.948926+00,2024-08-28 21:46:23.948926+00
10900db7-08bd-4521-8724-249813ff4ac7,,2024-05-10 01:00:02.979697+00,disabled,time,2024-04-25 11:35:19.704163+00,2024-05-09 11:35:19.704163+00
f49db4cc-bb85-44c2-811d-303d84b3f717,,,trialing,budget,2024-09-26 16:12:14.248315+00,2024-10-10 16:12:14.248315+00
d0f27ece-10f4-48fc-a928-f3b434982236,,2024-06-18 14:26:38.510113+00,disabled,time,2024-06-18 14:10:36.73841+00,2024-07-02 14:10:36.73841+00
030b218b-cc73-453d-af39-8aaebf401473,2024-06-06 22:00:00+00,,active,budget,2024-05-24 10:39:33.174817+00,2024-06-07 10:39:33.174817+00
0920f285-4652-45ea-aebd-1b3d707e5345,,2024-08-14 21:58:16.999671+00,disabled,budget,2024-08-14 21:46:24.993651+00,2024-08-28 21:46:24.993651+00
1fe139e7-ba2d-48ed-9025-2a50b01c3edc,,2024-04-26 01:00:08.48193+00,disabled,time,2024-04-11 10:10:40.87371+00,2024-04-25 10:10:40.873711+00
99d2f4c9-011e-4b9c-8e01-9024034f1c00,2024-08-15 09:41:25.612876+00,,active,budget,2024-06-20 01:37:47.598101+00,2024-07-04 01:37:47.598102+00
13df2a72-8461-46c5-8933-cf9a3c05e79e,,2024-06-08 01:00:04.318638+00,disabled,time,2024-05-24 13:44:27.372875+00,2024-06-07 13:44:27.372875+00
d33d4e38-bca4-45b8-aed5-dcf9a24aa336,,,trialing,time,2024-09-27 14:08:12.115762+00,2024-10-11 14:08:12.115762+00
bff94a15-42a2-44de-bc27-c62b18817243,,2024-08-30 01:00:07.500589+00,disabled,budget,2024-08-15 08:11:37.937842+00,2024-08-29 08:11:37.937842+00
c20f9443-0455-4861-afb4-d9a7eb2e8e6d,2024-01-03 08:20:06+00,,active,time,2023-12-14 07:55:30.770906+00,2024-01-13 07:55:30.770906+00
fb82daf1-831c-41fe-a2e4-1816e403167e,,2024-06-08 01:00:04.321163+00,disabled,budget,2024-05-24 14:03:22.309786+00,2024-06-07 14:03:22.309786+00
f05a5e08-cda5-4e0c-9ea0-09f5eb47aebb,,,trialing,time,2024-09-28 11:38:11.657573+00,2024-10-12 11:38:11.657573+00
18f34294-891a-450e-8eca-a4e7cc6018f4,,2024-07-05 01:00:06.021045+00,disabled,time,2024-06-20 15:53:13.917283+00,2024-07-04 15:53:13.917283+00
a3b9526d-1b4a-4b55-bfc5-e6e3aa983ec9,,2024-08-30 01:00:07.72626+00,disabled,time,2024-08-15 13:34:30.727746+00,2024-08-29 13:34:30.727746+00
a541a128-6d3f-4ce1-ba7f-36f0e240dd5b,,2024-09-09 09:13:45.432012+00,disabled,time,2024-08-15 13:34:28.035655+00,2024-09-10 00:00:00+00
638e3ac8-33d1-459a-8fa5-31d7151fa5fb,2023-05-31 14:22:55+00,,active,budget,2022-05-03 12:02:24.299925+00,2022-06-02 12:02:24.299926+00
704e5da3-c1b4-4949-ab8c-bf890cd4e506,,,trialing,time,2024-09-29 15:14:03.891642+00,2024-10-13 15:14:03.891642+00
38b4e35c-96d7-4aca-95f3-d2e4bfb97ae6,2021-11-15 14:36:48+00,,pending,time,2021-10-05 14:26:34.920694+00,2021-11-15 00:00:00+00
c4abca61-a304-4e0d-8d3e-fc6ad240b8d5,,2024-07-08 01:00:06.968062+00,disabled,time,2024-06-23 05:56:58.474733+00,2024-07-07 05:56:58.474733+00
1d6bc076-ed8f-488f-b69b-779a7a50e145,,2024-08-30 01:00:08.528713+00,disabled,budget,2024-08-15 18:09:34.458533+00,2024-08-29 18:09:34.458533+00
310bbcee-4cb1-4110-a78f-d84ed54ac96d,,,trialing,budget,2024-10-02 15:00:28.310217+00,2024-10-16 15:00:28.310217+00
57e93c20-3f1e-41c4-b87c-d97c1f3ac177,,2024-05-11 01:00:03.593043+00,disabled,time,2024-04-26 11:43:05.027941+00,2024-05-10 11:43:05.027941+00
a1e77612-2093-475c-ac60-bc6f63760c60,,2024-06-08 01:00:05.315619+00,disabled,budget,2024-05-24 18:56:58.012449+00,2024-06-07 18:56:58.012449+00
8f638d06-4425-46ef-b804-ec9984d36a92,,2024-07-08 01:00:07.255301+00,disabled,time,2024-06-23 11:43:32.50904+00,2024-07-07 11:43:32.50904+00
